Epoch,Loss,Accuracy
91,0.5337092280387878,0.8310546875
92,0.4967617094516754,0.83203125
93,0.5215577483177185,0.83447265625
94,0.4982302784919739,0.84716796875
95,0.49600374698638916,0.8447265625
96,0.5127438306808472,0.84423828125
97,0.5102022886276245,0.83740234375
98,0.5162917375564575,0.83251953125
99,0.4963388741016388,0.8388671875
100,0.4807460904121399,0.84228515625
101,0.46429985761642456,0.845703125
102,0.49116718769073486,0.8271484375
103,0.4663075804710388,0.8583984375
104,0.49166786670684814,0.83642578125
105,0.4835018515586853,0.8505859375
106,0.4779173731803894,0.84716796875
107,0.449947714805603,0.85009765625
108,0.46918538212776184,0.8515625
109,0.47266530990600586,0.8505859375
110,0.462236225605011,0.859375
111,0.46044886112213135,0.853515625
112,0.4501950144767761,0.85888671875
113,0.4418075978755951,0.85693359375
114,0.4776359498500824,0.8466796875
115,0.43747466802597046,0.86376953125
116,0.4491845667362213,0.86376953125
117,0.44152161478996277,0.85107421875
118,0.435737669467926,0.85302734375
119,0.43082576990127563,0.8671875
120,0.44081661105155945,0.85986328125
121,0.41715091466903687,0.8662109375
122,0.4139760136604309,0.8701171875
123,0.4097172021865845,0.8720703125
124,0.41127145290374756,0.8720703125
125,0.406250923871994,0.875
126,0.4033336937427521,0.86669921875
127,0.40090411901474,0.86865234375
128,0.427587628364563,0.86328125
129,0.4104602336883545,0.87158203125
130,0.3981102705001831,0.86865234375
131,0.40221288800239563,0.8798828125
132,0.42171865701675415,0.8603515625
133,0.4199574887752533,0.86181640625
134,0.39783960580825806,0.87158203125
135,0.4116708040237427,0.86962890625
136,0.4090019166469574,0.85986328125
137,0.40545371174812317,0.87255859375
138,0.4077674150466919,0.86572265625
139,0.3940589427947998,0.87548828125
140,0.37997686862945557,0.87744140625
141,0.3943505585193634,0.8701171875
142,0.4080192446708679,0.86572265625
143,0.377668559551239,0.8759765625
144,0.38175517320632935,0.87744140625
145,0.3862971067428589,0.87060546875
146,0.3688461184501648,0.87939453125
147,0.38192683458328247,0.87841796875
148,0.35376042127609253,0.89111328125
149,0.37501823902130127,0.87548828125
150,0.376029908657074,0.88134765625
151,0.39369261264801025,0.8779296875
152,0.3767445981502533,0.8759765625
153,0.36433809995651245,0.8818359375
154,0.37184661626815796,0.8876953125
155,0.367730051279068,0.8740234375
156,0.3524031639099121,0.88525390625
157,0.3684864640235901,0.88330078125
158,0.3406413793563843,0.8876953125
159,0.3628505766391754,0.8818359375
160,0.36714795231819153,0.88671875
161,0.3674721121788025,0.87939453125
162,0.33940398693084717,0.88525390625
163,0.32577744126319885,0.89404296875
164,0.3545339107513428,0.88818359375
165,0.33707231283187866,0.8837890625
166,0.35921645164489746,0.8798828125
167,0.31767013669013977,0.90234375
168,0.32037806510925293,0.89208984375
169,0.31005755066871643,0.90380859375
170,0.3224467635154724,0.89794921875
171,0.3527774214744568,0.8779296875
172,0.3351205587387085,0.8896484375
173,0.345125675201416,0.8896484375
174,0.31948840618133545,0.896484375
175,0.31408190727233887,0.8984375
176,0.33386939764022827,0.8955078125
177,0.3474855422973633,0.88037109375
178,0.34760046005249023,0.89453125
179,0.3191346824169159,0.89697265625
180,0.318946897983551,0.89453125
181,0.33300313353538513,0.89404296875
182,0.32011109590530396,0.89697265625
183,0.32929497957229614,0.8916015625
184,0.33753910660743713,0.88720703125
185,0.313040554523468,0.896484375
186,0.31297576427459717,0.89697265625
187,0.31696224212646484,0.9013671875
188,0.3312884569168091,0.8896484375
189,0.33837080001831055,0.89208984375
190,0.3287881016731262,0.89697265625
191,0.3237994611263275,0.884765625
192,0.31493890285491943,0.900390625
193,0.3168257474899292,0.89208984375
194,0.31043002009391785,0.89501953125
195,0.3029614984989166,0.90185546875
196,0.32369470596313477,0.89501953125
197,0.32672080397605896,0.8935546875
198,0.3073885440826416,0.89306640625
199,0.31920015811920166,0.89404296875
200,0.2918342351913452,0.9072265625
